shipname|shipaddress|shipcity|shipregion|shippostalcode|shipcountry|customerid|customername|address|city|region|postalcode|country|salesperson|orderid|orderdate|requireddate|shippeddate|shippername|productid|productname|unitprice|quantity|discount|extendedprice|freight
Chop-suey Chinese|Hauptstr. 31|Bern||"3012"|Switzerland|CHOPS|Chop-suey Chinese|Hauptstr. 29|Bern||"3012"|Switzerland|0.0|10370|"1996-12-03 00:00:00"|"1996-12-31 00:00:00"|"1996-12-27 00:00:00"|United Package|1|Chai|14.4000|15|0.0|216.0|1.1700
Chop-suey Chinese|Hauptstr. 31|Bern||"3012"|Switzerland|CHOPS|Chop-suey Chinese|Hauptstr. 29|Bern||"3012"|Switzerland|0.0|10370|"1996-12-03 00:00:00"|"1996-12-31 00:00:00"|"1996-12-27 00:00:00"|United Package|64|Wimmers gute Semmelkndel|26.6000|30|0.0|798.0|1.1700
Chop-suey Chinese|Hauptstr. 31|Bern||"3012"|Switzerland|CHOPS|Chop-suey Chinese|Hauptstr. 29|Bern||"3012"|Switzerland|0.0|10370|"1996-12-03 00:00:00"|"1996-12-31 00:00:00"|"1996-12-27 00:00:00"|United Package|74|Longlife Tofu|8.0000|20|0.0|160.0|1.1700
La maison d-Asie|"1 rue Alsace-Lorraine"|Toulouse||"31000"|France|LAMAI|La maison d'Asie|"1 rue Alsace-Lorraine"|Toulouse||"31000"|France|0.0|10425|"1997-01-24 00:00:00"|"1997-02-21 00:00:00"|"1997-02-14 00:00:00"|United Package|55|Pt chinois|19.2000|10|0.0|192.0|7.9300
La maison d-Asie|"1 rue Alsace-Lorraine"|Toulouse||"31000"|France|LAMAI|La maison d'Asie|"1 rue Alsace-Lorraine"|Toulouse||"31000"|France|0.0|10425|"1997-01-24 00:00:00"|"1997-02-21 00:00:00"|"1997-02-14 00:00:00"|United Package|76|Lakkalikri|14.4000|20|0.0|288.0|7.9300
Folies gourmandes|"184, chausse de Tournai"|Lille||"59000"|France|FOLIG|Folies gourmandes|"184, chausse de Tournai"|Lille||"59000"|France|0.0|10480|"1997-03-20 00:00:00"|"1997-04-17 00:00:00"|"1997-03-24 00:00:00"|United Package|47|Zaanse koeken|7.6000|30|0.0|228.0|1.3500
Folies gourmandes|"184, chausse de Tournai"|Lille||"59000"|France|FOLIG|Folies gourmandes|"184, chausse de Tournai"|Lille||"59000"|France|0.0|10480|"1997-03-20 00:00:00"|"1997-04-17 00:00:00"|"1997-03-24 00:00:00"|United Package|59|Raclette Courdavault|44.0000|12|0.0|528.0|1.3500
Piccolo und mehr|Geislweg 14|Salzburg||"5020"|Austria|PICCO|Piccolo und mehr|Geislweg 14|Salzburg||"5020"|Austria|0.0|10489|"1997-03-28 00:00:00"|"1997-04-25 00:00:00"|"1997-04-09 00:00:00"|United Package|11|Queso Cabrales|16.8000|15|0.0|252.0|5.2900
Piccolo und mehr|Geislweg 14|Salzburg||"5020"|Austria|PICCO|Piccolo und mehr|Geislweg 14|Salzburg||"5020"|Austria|0.0|10489|"1997-03-28 00:00:00"|"1997-04-25 00:00:00"|"1997-04-09 00:00:00"|United Package|16|Pavlova|13.9000|18|0.0|250.0|5.2900
Hungry Owl All-Night Grocers|"8 Johnstown Road"|Cork|Co. Cork||Ireland|HUNGO|Hungry Owl All-Night Grocers|"8 Johnstown Road"|Cork|Co. Cork||Ireland|0.0|10503|"1997-04-11 00:00:00"|"1997-05-09 00:00:00"|"1997-04-16 00:00:00"|United Package|14|Tofu|23.2500|70|0.0|1627.0|16.7400
Hungry Owl All-Night Grocers|"8 Johnstown Road"|Cork|Co. Cork||Ireland|HUNGO|Hungry Owl All-Night Grocers|"8 Johnstown Road"|Cork|Co. Cork||Ireland|0.0|10503|"1997-04-11 00:00:00"|"1997-05-09 00:00:00"|"1997-04-16 00:00:00"|United Package|65|Louisiana Fiery Hot Pepper Sauce|21.0500|20|0.0|421.0|16.7400
Great Lakes Food Market|"2732 Baker Blvd."|Eugene|OR|"97403"|USA|GREAL|Great Lakes Food Market|"2732 Baker Blvd."|Eugene|OR|"97403"|USA|0.0|10528|"1997-05-06 00:00:00"|"1997-05-20 00:00:00"|"1997-05-09 00:00:00"|United Package|11|Queso Cabrales|21.0000|3|0.0|63.0|3.3500
Great Lakes Food Market|"2732 Baker Blvd."|Eugene|OR|"97403"|USA|GREAL|Great Lakes Food Market|"2732 Baker Blvd."|Eugene|OR|"97403"|USA|0.0|10528|"1997-05-06 00:00:00"|"1997-05-20 00:00:00"|"1997-05-09 00:00:00"|United Package|33|Geitost|2.5000|8|0.0|20.0|3.3500
Great Lakes Food Market|"2732 Baker Blvd."|Eugene|OR|"97403"|USA|GREAL|Great Lakes Food Market|"2732 Baker Blvd."|Eugene|OR|"97403"|USA|0.0|10528|"1997-05-06 00:00:00"|"1997-05-20 00:00:00"|"1997-05-09 00:00:00"|United Package|72|Mozzarella di Giovanni|34.8000|9|0.0|313.0|3.3500
Wolski Zajazd|ul. Filtrowa 68|Warszawa||"01-012"|Poland|WOLZA|Wolski  Zajazd|ul. Filtrowa 68|Warszawa||"01-012"|Poland|0.0|10611|"1997-07-25 00:00:00"|"1997-08-22 00:00:00"|"1997-08-01 00:00:00"|United Package|1|Chai|18.0000|6|0.0|108.0|80.6500
Wolski Zajazd|ul. Filtrowa 68|Warszawa||"01-012"|Poland|WOLZA|Wolski  Zajazd|ul. Filtrowa 68|Warszawa||"01-012"|Poland|0.0|10611|"1997-07-25 00:00:00"|"1997-08-22 00:00:00"|"1997-08-01 00:00:00"|United Package|2|Chang|19.0000|10|0.0|190.0|80.6500
Wolski Zajazd|ul. Filtrowa 68|Warszawa||"01-012"|Poland|WOLZA|Wolski  Zajazd|ul. Filtrowa 68|Warszawa||"01-012"|Poland|0.0|10611|"1997-07-25 00:00:00"|"1997-08-22 00:00:00"|"1997-08-01 00:00:00"|United Package|60|Camembert Pierrot|34.0000|15|0.0|510.0|80.6500
Folk och f HB|kergatan 24|Brcke||S-844 67|Sweden|FOLKO|Folk och f HB|kergatan 24|Brcke||S-844 67|Sweden|0.0|10703|"1997-10-14 00:00:00"|"1997-11-11 00:00:00"|"1997-10-20 00:00:00"|United Package|2|Chang|19.0000|5|0.0|95.0|152.3000
Folk och f HB|kergatan 24|Brcke||S-844 67|Sweden|FOLKO|Folk och f HB|kergatan 24|Brcke||S-844 67|Sweden|0.0|10703|"1997-10-14 00:00:00"|"1997-11-11 00:00:00"|"1997-10-20 00:00:00"|United Package|59|Raclette Courdavault|55.0000|35|0.0|1925.0|152.3000
Folk och f HB|kergatan 24|Brcke||S-844 67|Sweden|FOLKO|Folk och f HB|kergatan 24|Brcke||S-844 67|Sweden|0.0|10703|"1997-10-14 00:00:00"|"1997-11-11 00:00:00"|"1997-10-20 00:00:00"|United Package|73|Rd Kaviar|15.0000|35|0.0|525.0|152.3000
The Big Cheese|"89 Jefferson Way Suite 2"|Portland|OR|"97201"|USA|THEBI|The Big Cheese|"89 Jefferson Way Suite 2"|Portland|OR|"97201"|USA|0.0|10708|"1997-10-17 00:00:00"|"1997-11-28 00:00:00"|"1997-11-05 00:00:00"|United Package|5|Chef Anton's Gumbo Mix|21.3500|4|0.0|85.0|2.9600
The Big Cheese|"89 Jefferson Way Suite 2"|Portland|OR|"97201"|USA|THEBI|The Big Cheese|"89 Jefferson Way Suite 2"|Portland|OR|"97201"|USA|0.0|10708|"1997-10-17 00:00:00"|"1997-11-28 00:00:00"|"1997-11-05 00:00:00"|United Package|36|Inlagd Sill|19.0000|5|0.0|95.0|2.9600
Let-s Stop N Shop|"87 Polk St. Suite 5"|San Francisco|CA|"94117"|USA|LETSS|Let's Stop N Shop|"87 Polk St. Suite 5"|San Francisco|CA|"94117"|USA|0.0|10735|"1997-11-10 00:00:00"|"1997-12-08 00:00:00"|"1997-11-21 00:00:00"|United Package|61|Sirop d'rable|28.5000|20|0.0|570.0|45.9700
Let-s Stop N Shop|"87 Polk St. Suite 5"|San Francisco|CA|"94117"|USA|LETSS|Let's Stop N Shop|"87 Polk St. Suite 5"|San Francisco|CA|"94117"|USA|0.0|10735|"1997-11-10 00:00:00"|"1997-12-08 00:00:00"|"1997-11-21 00:00:00"|United Package|77|Original Frankfurter grne Soe|13.0000|2|0.0|26.0|45.9700
Frankenversand|Berliner Platz 43|Mnchen||"80805"|Germany|FRANK|Frankenversand|Berliner Platz 43|Mnchen||"80805"|Germany|0.0|10791|"1997-12-23 00:00:00"|"1998-01-20 00:00:00"|"1998-01-01 00:00:00"|United Package|29|Thringer Rostbratwurst|123.7900|14|0.0|1733.0|16.8500
Frankenversand|Berliner Platz 43|Mnchen||"80805"|Germany|FRANK|Frankenversand|Berliner Platz 43|Mnchen||"80805"|Germany|0.0|10791|"1997-12-23 00:00:00"|"1998-01-20 00:00:00"|"1998-01-01 00:00:00"|United Package|41|Jack's New England Clam Chowder|9.6500|20|0.0|193.0|16.8500
Seven Seas Imports|"90 Wadhurst Rd."|London||OX15 4NB|UK|SEVES|Seven Seas Imports|"90 Wadhurst Rd."|London||OX15 4NB|UK|0.0|10804|"1997-12-30 00:00:00"|"1998-01-27 00:00:00"|"1998-01-07 00:00:00"|United Package|10|Ikura|31.0000|36|0.0|1116.0|27.3300
Seven Seas Imports|"90 Wadhurst Rd."|London||OX15 4NB|UK|SEVES|Seven Seas Imports|"90 Wadhurst Rd."|London||OX15 4NB|UK|0.0|10804|"1997-12-30 00:00:00"|"1998-01-27 00:00:00"|"1998-01-07 00:00:00"|United Package|28|Rssle Sauerkraut|45.6000|24|0.0|1094.0|27.3300
Seven Seas Imports|"90 Wadhurst Rd."|London||OX15 4NB|UK|SEVES|Seven Seas Imports|"90 Wadhurst Rd."|London||OX15 4NB|UK|0.0|10804|"1997-12-30 00:00:00"|"1998-01-27 00:00:00"|"1998-01-07 00:00:00"|United Package|49|Maxilaku|20.0000|4|0.0|80.0|27.3300
Ottilies Kseladen|Mehrheimerstr. 369|Kln||"50739"|Germany|OTTIK|Ottilies Kseladen|Mehrheimerstr. 369|Kln||"50739"|Germany|0.0|10833|"1998-01-15 00:00:00"|"1998-02-12 00:00:00"|"1998-01-23 00:00:00"|United Package|7|Uncle Bob's Organic Dried Pears|30.0000|20|0.0|600.0|71.4900
Ottilies Kseladen|Mehrheimerstr. 369|Kln||"50739"|Germany|OTTIK|Ottilies Kseladen|Mehrheimerstr. 369|Kln||"50739"|Germany|0.0|10833|"1998-01-15 00:00:00"|"1998-02-12 00:00:00"|"1998-01-23 00:00:00"|United Package|31|Gorgonzola Telino|12.5000|9|0.0|112.0|71.4900
Ottilies Kseladen|Mehrheimerstr. 369|Kln||"50739"|Germany|OTTIK|Ottilies Kseladen|Mehrheimerstr. 369|Kln||"50739"|Germany|0.0|10833|"1998-01-15 00:00:00"|"1998-02-12 00:00:00"|"1998-01-23 00:00:00"|United Package|53|Perth Pasties|32.8000|9|0.0|295.0|71.4900
Blauer See Delikatessen|Forsterstr. 57|Mannheim||"68306"|Germany|BLAUS|Blauer See Delikatessen|Forsterstr. 57|Mannheim||"68306"|Germany|0.0|10956|"1998-03-17 00:00:00"|"1998-04-28 00:00:00"|"1998-03-20 00:00:00"|United Package|21|Sir Rodney's Scones|10.0000|12|0.0|120.0|44.6500
Blauer See Delikatessen|Forsterstr. 57|Mannheim||"68306"|Germany|BLAUS|Blauer See Delikatessen|Forsterstr. 57|Mannheim||"68306"|Germany|0.0|10956|"1998-03-17 00:00:00"|"1998-04-28 00:00:00"|"1998-03-20 00:00:00"|United Package|47|Zaanse koeken|9.5000|14|0.0|133.0|44.6500
Blauer See Delikatessen|Forsterstr. 57|Mannheim||"68306"|Germany|BLAUS|Blauer See Delikatessen|Forsterstr. 57|Mannheim||"68306"|Germany|0.0|10956|"1998-03-17 00:00:00"|"1998-04-28 00:00:00"|"1998-03-20 00:00:00"|United Package|51|Manjimup Dried Apples|53.0000|8|0.0|424.0|44.6500
Gourmet Lanchonetes|Av. Brasil, 442|Campinas|SP|"04876-786"|Brazil|GOURL|Gourmet Lanchonetes|Av. Brasil, 442|Campinas|SP|"04876-786"|Brazil|0.0|10959|"1998-03-18 00:00:00"|"1998-04-29 00:00:00"|"1998-03-23 00:00:00"|United Package|75|Rhnbru Klosterbier|7.7500|20|0.0|155.0|4.9800
La corne d-abondance|"67, avenue de l-Europe"|Versailles||"78000"|France|LACOR|La corne d'abondance|"67, avenue de l'Europe"|Versailles||"78000"|France|0.0|10973|"1998-03-24 00:00:00"|"1998-04-21 00:00:00"|"1998-03-27 00:00:00"|United Package|26|Gumbr Gummibrchen|31.2300|5|0.0|156.0|15.1700
La corne d-abondance|"67, avenue de l-Europe"|Versailles||"78000"|France|LACOR|La corne d'abondance|"67, avenue de l'Europe"|Versailles||"78000"|France|0.0|10973|"1998-03-24 00:00:00"|"1998-04-21 00:00:00"|"1998-03-27 00:00:00"|United Package|41|Jack's New England Clam Chowder|9.6500|6|0.0|57.0|15.1700
La corne d-abondance|"67, avenue de l-Europe"|Versailles||"78000"|France|LACOR|La corne d'abondance|"67, avenue de l'Europe"|Versailles||"78000"|France|0.0|10973|"1998-03-24 00:00:00"|"1998-04-21 00:00:00"|"1998-03-27 00:00:00"|United Package|75|Rhnbru Klosterbier|7.7500|10|0.0|77.0|15.1700
Ottilies Kseladen|Mehrheimerstr. 369|Kln||"50739"|Germany|OTTIK|Ottilies Kseladen|Mehrheimerstr. 369|Kln||"50739"|Germany|0.0|10999|"1998-04-03 00:00:00"|"1998-05-01 00:00:00"|"1998-04-10 00:00:00"|United Package|41|Jack's New England Clam Chowder|9.6500|20|0.0|193.0|96.3500
Ottilies Kseladen|Mehrheimerstr. 369|Kln||"50739"|Germany|OTTIK|Ottilies Kseladen|Mehrheimerstr. 369|Kln||"50739"|Germany|0.0|10999|"1998-04-03 00:00:00"|"1998-05-01 00:00:00"|"1998-04-10 00:00:00"|United Package|51|Manjimup Dried Apples|53.0000|15|0.0|795.0|96.3500
Ottilies Kseladen|Mehrheimerstr. 369|Kln||"50739"|Germany|OTTIK|Ottilies Kseladen|Mehrheimerstr. 369|Kln||"50739"|Germany|0.0|10999|"1998-04-03 00:00:00"|"1998-05-01 00:00:00"|"1998-04-10 00:00:00"|United Package|77|Original Frankfurter grne Soe|13.0000|21|0.0|273.0|96.3500
Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|SAVEA|Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|0.0|11031|"1998-04-17 00:00:00"|"1998-05-15 00:00:00"|"1998-04-24 00:00:00"|United Package|1|Chai|18.0000|45|0.0|810.0|227.2200
Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|SAVEA|Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|0.0|11031|"1998-04-17 00:00:00"|"1998-05-15 00:00:00"|"1998-04-24 00:00:00"|United Package|13|Konbu|6.0000|80|0.0|480.0|227.2200
Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|SAVEA|Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|0.0|11031|"1998-04-17 00:00:00"|"1998-05-15 00:00:00"|"1998-04-24 00:00:00"|United Package|24|Guaran Fantstica|4.5000|21|0.0|94.0|227.2200
Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|SAVEA|Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|0.0|11031|"1998-04-17 00:00:00"|"1998-05-15 00:00:00"|"1998-04-24 00:00:00"|United Package|64|Wimmers gute Semmelkndel|33.2500|20|0.0|665.0|227.2200
Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|SAVEA|Save-a-lot Markets|"187 Suffolk Ln."|Boise|ID|"83720"|USA|0.0|11031|"1998-04-17 00:00:00"|"1998-05-15 00:00:00"|"1998-04-24 00:00:00"|United Package|71|Flotemysost|21.5000|16|0.0|344.0|227.2200
Bottom-Dollar Markets|"23 Tsawassen Blvd."|Tsawassen|BC|T2F 8M4|Canada|BOTTM|Bottom-Dollar Markets|"23 Tsawassen Blvd."|Tsawassen|BC|T2F 8M4|Canada|0.0|11045|"1998-04-23 00:00:00"|"1998-05-21 00:00:00"||United Package|33|Geitost|2.5000|15|0.0|37.0|70.5800
Bottom-Dollar Markets|"23 Tsawassen Blvd."|Tsawassen|BC|T2F 8M4|Canada|BOTTM|Bottom-Dollar Markets|"23 Tsawassen Blvd."|Tsawassen|BC|T2F 8M4|Canada|0.0|11045|"1998-04-23 00:00:00"|"1998-05-21 00:00:00"||United Package|51|Manjimup Dried Apples|53.0000|24|0.0|1272.0|70.5800
Toms Spezialitten|Luisenstr. 48|Mnster||"44087"|Germany|TOMSP|Toms Spezialitten|Luisenstr. 48|Mnster||"44087"|Germany|0.0|10249|"1996-07-05 00:00:00"|"1996-08-16 00:00:00"|"1996-07-10 00:00:00"|Speedy Express|14|Tofu|18.6000|9|0.0|167.0|11.6100
Toms Spezialitten|Luisenstr. 48|Mnster||"44087"|Germany|TOMSP|Toms Spezialitten|Luisenstr. 48|Mnster||"44087"|Germany|0.0|10249|"1996-07-05 00:00:00"|"1996-08-16 00:00:00"|"1996-07-10 00:00:00"|Speedy Express|51|Manjimup Dried Apples|42.4000|40|0.0|1696.0|11.6100
Vins et alcools Chevalier|"59 rue de l-Abbaye"|Reims||"51100"|France|VINET|Vins et alcools Chevalier|"59 rue de l'Abbaye"|Reims||"51100"|France|0.0|10274|"1996-08-06 00:00:00"|"1996-09-03 00:00:00"|"1996-08-16 00:00:00"|Speedy Express|71|Flotemysost|17.2000|20|0.0|344.0|6.0100
Vins et alcools Chevalier|"59 rue de l-Abbaye"|Reims||"51100"|France|VINET|Vins et alcools Chevalier|"59 rue de l'Abbaye"|Reims||"51100"|France|0.0|10274|"1996-08-06 00:00:00"|"1996-09-03 00:00:00"|"1996-08-16 00:00:00"|Speedy Express|72|Mozzarella di Giovanni|27.8000|7|0.0|194.0|6.0100
LILA-Supermercado|Carrera 52 con Ave. Bolvar #65-98 Llano Largo|Barquisimeto|Lara|"3508"|Venezuela|LILAS|LILA-Supermercado|Carrera 52 con Ave. Bolvar #65-98 Llano Largo|Barquisimeto|Lara|"3508"|Venezuela|0.0|10296|"1996-09-03 00:00:00"|"1996-10-01 00:00:00"|"1996-09-11 00:00:00"|Speedy Express|11|Queso Cabrales|16.8000|12|0.0|201.0|0.1200
LILA-Supermercado|Carrera 52 con Ave. Bolvar #65-98 Llano Largo|Barquisimeto|Lara|"3508"|Venezuela|LILAS|LILA-Supermercado|Carrera 52 con Ave. Bolvar #65-98 Llano Largo|Barquisimeto|Lara|"3508"|Venezuela|0.0|10296|"1996-09-03 00:00:00"|"1996-10-01 00:00:00"|"1996-09-11 00:00:00"|Speedy Express|16|Pavlova|13.9000|30|0.0|417.0|0.1200
LILA-Supermercado|Carrera 52 con Ave. Bolvar #65-98 Llano Largo|Barquisimeto|Lara|"3508"|Venezuela|LILAS|LILA-Supermercado|Carrera 52 con Ave. Bolvar #65-98 Llano Largo|Barquisimeto|Lara|"3508"|Venezuela|0.0|10296|"1996-09-03 00:00:00"|"1996-10-01 00:00:00"|"1996-09-11 00:00:00"|Speedy Express|69|Gudbrandsdalsost|28.8000|15|0.0|432.0|0.1200
Lonesome Pine Restaurant|"89 Chiaroscuro Rd."|Portland|OR|"97219"|USA|LONEP|Lonesome Pine Restaurant|"89 Chiaroscuro Rd."|Portland|OR|"97219"|USA|0.0|10317|"1996-09-30 00:00:00"|"1996-10-28 00:00:00"|"1996-10-10 00:00:00"|Speedy Express|1|Chai|14.4000|20|0.0|288.0|12.6900
Around the Horn|Brook Farm Stratford St. Mary|Colchester|Essex|CO7 6JX|UK|AROUT|Around the Horn|"120 Hanover Sq."|London||WA1 1DP|UK|0.0|10355|"1996-11-15 00:00:00"|"1996-12-13 00:00:00"|"1996-11-20 00:00:00"|Speedy Express|24|Guaran Fantstica|3.6000|25|0.0|90.0|41.9500
Around the Horn|Brook Farm Stratford St. Mary|Colchester|Essex|CO7 6JX|UK|AROUT|Around the Horn|"120 Hanover Sq."|London||WA1 1DP|UK|0.0|10355|"1996-11-15 00:00:00"|"1996-12-13 00:00:00"|"1996-11-20 00:00:00"|Speedy Express|57|Ravioli Angelo|15.6000|25|0.0|390.0|41.9500
Ernst Handel|Kirchgasse 6|Graz||"8010"|Austria|ERNSH|Ernst Handel|Kirchgasse 6|Graz||"8010"|Austria|0.0|10390|"1996-12-23 00:00:00"|"1997-01-20 00:00:00"|"1996-12-26 00:00:00"|Speedy Express|31|Gorgonzola Telino|10.0000|60|0.0|600.0|126.3800
Ernst Handel|Kirchgasse 6|Graz||"8010"|Austria|ERNSH|Ernst Handel|Kirchgasse 6|Graz||"8010"|Austria|0.0|10390|"1996-12-23 00:00:00"|"1997-01-20 00:00:00"|"1996-12-26 00:00:00"|Speedy Express|35|Steeleye Stout|14.4000|40|0.0|576.0|126.3800
Ernst Handel|Kirchgasse 6|Graz||"8010"|Austria|ERNSH|Ernst Handel|Kirchgasse 6|Graz||"8010"|Austria|0.0|10390|"1996-12-23 00:00:00"|"1997-01-20 00:00:00"|"1996-12-26 00:00:00"|Speedy Express|46|Spegesild|9.6000|45|0.0|432.0|126.3800
Ernst Handel|Kirchgasse 6|Graz||"8010"|Austria|ERNSH|Ernst Handel|Kirchgasse 6|Graz||"8010"|Austria|0.0|10390|"1996-12-23 00:00:00"|"1997-01-20 00:00:00"|"1996-12-26 00:00:00"|Speedy Express|72|Mozzarella di Giovanni|27.8000|24|0.0|667.0|126.3800
HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristbal|Tchira|"5022"|Venezuela|HILAA|HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristbal|Tchira|"5022"|Venezuela|0.0|10395|"1996-12-26 00:00:00"|"1997-01-23 00:00:00"|"1997-01-03 00:00:00"|Speedy Express|46|Spegesild|9.6000|28|0.0|268.0|184.4100
HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristbal|Tchira|"5022"|Venezuela|HILAA|HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristbal|Tchira|"5022"|Venezuela|0.0|10395|"1996-12-26 00:00:00"|"1997-01-23 00:00:00"|"1997-01-03 00:00:00"|Speedy Express|53|Perth Pasties|26.2000|70|0.0|1834.0|184.4100
HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristbal|Tchira|"5022"|Venezuela|HILAA|HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristbal|Tchira|"5022"|Venezuela|0.0|10395|"1996-12-26 00:00:00"|"1997-01-23 00:00:00"|"1997-01-03 00:00:00"|Speedy Express|69|Gudbrandsdalsost|28.8000|8|0.0|230.0|184.4100
Toms Spezialitten|Luisenstr. 48|Mnster||"44087"|Germany|TOMSP|Toms Spezialitten|Luisenstr. 48|Mnster||"44087"|Germany|0.0|10446|"1997-02-14 00:00:00"|"1997-03-14 00:00:00"|"1997-02-19 00:00:00"|Speedy Express|19|Teatime Chocolate Biscuits|7.3000|12|0.0|87.0|14.6800
Toms Spezialitten|Luisenstr. 48|Mnster||"44087"|Germany|TOMSP|Toms Spezialitten|Luisenstr. 48|Mnster||"44087"|Germany|0.0|10446|"1997-02-14 00:00:00"|"1997-03-14 00:00:00"|"1997-02-19 00:00:00"|Speedy Express|24|Guaran Fantstica|3.6000|20|0.0|72.0|14.6800
Toms Spezialitten|Luisenstr. 48|Mnster||"44087"|Germany|TOMSP|Toms Spezialitten|Luisenstr. 48|Mnster||"44087"|Germany|0.0|10446|"1997-02-14 00:00:00"|"1997-03-14 00:00:00"|"1997-02-19 00:00:00"|Speedy Express|31|Gorgonzola Telino|10.0000|3|0.0|30.0|14.6800
Toms Spezialitten|Luisenstr. 48|Mnster||"44087"|Germany|TOMSP|Toms Spezialitten|Luisenstr. 48|Mnster||"44087"|Germany|0.0|10446|"1997-02-14 00:00:00"|"1997-03-14 00:00:00"|"1997-02-19 00:00:00"|Speedy Express|52|Filo Mix|5.6000|15|0.0|84.0|14.6800
La maison d-Asie|"1 rue Alsace-Lorraine"|Toulouse||"31000"|France|LAMAI|La maison d'Asie|"1 rue Alsace-Lorraine"|Toulouse||"31000"|France|0.0|10500|"1997-04-09 00:00:00"|"1997-05-07 00:00:00"|"1997-04-17 00:00:00"|Speedy Express|15|Genen Shouyu|15.5000|12|0.0|186.0|42.6800
La maison d-Asie|"1 rue Alsace-Lorraine"|Toulouse||"31000"|France|LAMAI|La maison d'Asie|"1 rue Alsace-Lorraine"|Toulouse||"31000"|France|0.0|10500|"1997-04-09 00:00:00"|"1997-05-07 00:00:00"|"1997-04-17 00:00:00"|Speedy Express|28|Rssle Sauerkraut|45.6000|8|0.0|364.0|42.6800
Blondel pre et fils|"24, place Klber"|Strasbourg||"67000"|France|BLONP|Blondesddsl pre et fils|"24, place Klber"|Strasbourg||"67000"|France|0.0|10559|"1997-06-05 00:00:00"|"1997-07-03 00:00:00"|"1997-06-13 00:00:00"|Speedy Express|41|Jack's New England Clam Chowder|9.6500|12|0.0|115.0|8.0500
Blondel pre et fils|"24, place Klber"|Strasbourg||"67000"|France|BLONP|Blondesddsl pre et fils|"24, place Klber"|Strasbourg||"67000"|France|0.0|10559|"1997-06-05 00:00:00"|"1997-07-03 00:00:00"|"1997-06-13 00:00:00"|Speedy Express|55|Pt chinois|24.0000|18|0.0|432.0|8.0500
Queen Cozinha|Alameda dos Canrios, 891|Sao Paulo|SP|"05487-020"|Brazil|QUEEN|Queen Cozinha|Alameda dos Canrios, 891|Sao Paulo|SP|"05487-020"|Brazil|0.0|10637|"1997-08-19 00:00:00"|"1997-09-16 00:00:00"|"1997-08-26 00:00:00"|Speedy Express|11|Queso Cabrales|21.0000|10|0.0|210.0|201.2900
Queen Cozinha|Alameda dos Canrios, 891|Sao Paulo|SP|"05487-020"|Brazil|QUEEN|Queen Cozinha|Alameda dos Canrios, 891|Sao Paulo|SP|"05487-020"|Brazil|0.0|10637|"1997-08-19 00:00:00"|"1997-09-16 00:00:00"|"1997-08-26 00:00:00"|Speedy Express|50|Valkoinen suklaa|16.2500|25|0.0|406.0|201.2900
Queen Cozinha|Alameda dos Canrios, 891|Sao Paulo|SP|"05487-020"|Brazil|QUEEN|Queen Cozinha|Alameda dos Canrios, 891|Sao Paulo|SP|"05487-020"|Brazil|0.0|10637|"1997-08-19 00:00:00"|"1997-09-16 00:00:00"|"1997-08-26 00:00:00"|Speedy Express|56|Gnocchi di nonna Alice|38.0000|60|0.0|2280.0|201.2900
Alfreds Futterkiste|Obere Str. 57|Berlin||"12209"|Germany|ALFKI|Alfreds Futterkiste|Obere Str. 57|Berlin||"12209"|Germany|0.0|10643|"1997-08-25 00:00:00"|"1997-09-22 00:00:00"|"1997-09-02 00:00:00"|Speedy Express|28|Rssle Sauerkraut|45.6000|15|0.0|684.0|29.4600
Alfreds Futterkiste|Obere Str. 57|Berlin||"12209"|Germany|ALFKI|Alfreds Futterkiste|Obere Str. 57|Berlin||"12209"|Germany|0.0|10643|"1997-08-25 00:00:00"|"1997-09-22 00:00:00"|"1997-09-02 00:00:00"|Speedy Express|39|Chartreuse verte|18.0000|21|0.0|378.0|29.4600
Alfreds Futterkiste|Obere Str. 57|Berlin||"12209"|Germany|ALFKI|Alfreds Futterkiste|Obere Str. 57|Berlin||"12209"|Germany|0.0|10643|"1997-08-25 00:00:00"|"1997-09-22 00:00:00"|"1997-09-02 00:00:00"|Speedy Express|46|Spegesild|12.0000|2|0.0|24.0|29.4600
